bus,sub,time,KV,region,area,coordinates,VOLTAGE,NAME,gisType,kvBase,PU,styleColor,styleOpacity,styleWeight
138A,40S,2026-07-12T01:21:38,142.77000427246094,WE,31,"-113.37743283797849,52.97547857671621",138,Wetaskiwin,Point,138,1.035,green,0.3,8
28L,40S,2026-07-12T01:21:38,26.160999298095703,WE,31,"-113.384104781544,52.97704231991202",138,Wetaskiwin,Point,25,1.046,grey,0.3,8
1027L_10,410S,2026-07-12T01:21:38,247.8100128173828,EE,33,"-113.10019121498323,53.790354678744265",138/240,Josephburg,Point,240,1.033,red,0.3,8
1120L_1,410S,2026-07-12T01:21:38,247.75205993652344,EE,33,"-113.11341933043505,53.772730123534686",138/240,Josephburg,Point,240,1.032,red,0.3,8
1381,410S,2026-07-12T01:21:38,142.5500030517578,EE,33,"-113.11807068007967,53.78526019687653",138/240,Josephburg,Point,138,1.033,green,0.3,8
1382,410S,2026-07-12T01:21:38,142.4300079345703,EE,33,"-113.10205182939855,53.778183104105004",138/240,Josephburg,Point,138,1.032,green,0.3,8
2401,410S,2026-07-12T01:21:38,247.35000610351562,EE,33,"-113.11507476694204,53.78921457701641",138/240,Josephburg,Point,240,1.031,red,0.3,8
2402,410S,2026-07-12T01:21:38,247.6800079345703,EE,33,"-113.11293960213466,53.77708488457111",138/240,Josephburg,Point,240,1.032,red,0.3,8
138A,414S,2026-07-12T01:21:38,142.39718627929688,WE,29,"-116.81866589299763,53.2035911952972",138,Gulf Robb,Point,138,1.032,green,0.3,8
138A,415S,2026-07-12T01:21:38,140.3400115966797,SW,55,"-113.8113103931377,49.31967153778362",69/138,Drywood,Point,138,1.017,green,0.3,8
69A,415S,2026-07-12T01:21:38,71.56000518798828,SW,55,"-113.79351799694217,49.306422359966376",69/138,Drywood,Point,72,0.994,purple,0.3,8
138A,419S,2026-07-12T01:21:38,141.62001037597656,CY,45,"-113.82053898855126,51.00217832010507",138,Chestermere,Point,138,1.026,green,0.3,8
138B,419S,2026-07-12T01:21:38,141.6800079345703,CY,45,"-113.80572695606885,51.009282171520816",138,Chestermere,Point,138,1.027,green,0.3,8
138_1,420S,2026-07-12T01:21:38,141.44183349609375,WE,60,"-113.33564732933776,53.540690236838515",138,Broadmoor,Point,138,1.025,green,0.3,8
138_2,420S,2026-07-12T01:21:38,141.59405517578125,WE,60,"-113.33654234890228,53.542506449296845",138,Broadmoor,Point,138,1.026,green,0.3,8
138A,421S,2026-07-12T01:21:38,138.82000732421875,SE,52,"-111.79747254455143,50.07257829646005",138,Hays,Point,138,1.006,green,0.3,8
25A,421S,2026-07-12T01:21:38,26.0,SE,52,"-111.78319262647294,50.07193480974313",138,Hays,Point,25,1.04,grey,0.3,8
69A,426S,2026-07-12T01:21:38,74.24000549316406,WE,29,"-117.02502174926596,53.17932993874175",69/138,Coalspur,Point,72,1.031,purple,0.3,8
1381,428S,2026-07-12T01:21:38,140.7100067138672,CY,45,"-113.14182206466822,51.03142386612681",138,Namaka,Point,138,1.02,green,0.3,8
1382,428S,2026-07-12T01:21:38,140.2265625,CY,45,"-113.15244753694851,51.02798076387718",138,Namaka,Point,138,1.016,green,0.3,8
25_B1,428S,2026-07-12T01:21:38,26.035999298095703,CY,45,"-113.14765566042153,51.03048665244864",138,Namaka,Point,25,1.041,grey,0.3,8
25_B2,428S,2026-07-12T01:21:38,26.084999084472656,CY,45,"-113.15566426875897,51.026813108102616",138,Namaka,Point,25,1.043,grey,0.3,8
138A,431S,2026-07-12T01:21:38,139.55105590820312,CY,45,"-112.65382642642355,50.967627641492214",138,Hussar,Point,138,1.011,green,0.3,8
138A,432S,2026-07-12T01:21:38,141.96592712402344,WE,40,"-114.1181298552298,53.55265825008212",138,Carvel,Point,138,1.029,green,0.3,8
25A,432S,2026-07-12T01:21:38,25.928749084472656,WE,40,"-114.12364858673688,53.554702044991586",138,Carvel,Point,25,1.037,grey,0.3,8
138A,435S,2026-07-12T01:21:38,141.8800048828125,SE,47,"-112.22070643891543,50.75214187208685",138,Bassano,Point,138,1.028,green,0.3,8
25_A,435S,2026-07-12T01:21:38,26.170001983642578,SE,47,"-112.22813462458076,50.75669823343638",138,Bassano,Point,25,1.047,grey,0.3,8
138A,447S,2026-07-12T01:21:38,138.61000061035156,SE,52,"-112.40857900430477,50.279228489270835",138,Enchant,Point,138,1.004,green,0.3,8
2506,447S,2026-07-12T01:21:38,25.799999237060547,SE,52,"-112.4106320901166,50.27535871624005",138,Enchant,Point,25,1.032,grey,0.3,8
2507,447S,2026-07-12T01:21:38,25.799999237060547,SE,52,"-112.42034391893269,50.27036110344759",138,Enchant,Point,25,1.032,grey,0.3,8
2512,447S,2026-07-12T01:21:38,25.899999618530273,SE,52,"-112.41170513808902,50.27981436972563",138,Enchant,Point,25,1.036,grey,0.3,8
2513,447S,2026-07-12T01:21:38,25.799999237060547,SE,52,"-112.41729851066931,50.28911406902361",138,Enchant,Point,25,1.032,grey,0.3,8
138A,44S,2026-07-12T01:21:38,140.5420379638672,CY,44,"-114.28078332669992,51.1071523414524",138,Bearspaw Plant,Point,138,1.018,green,0.3,8
13A,44S,2026-07-12T01:21:38,0.0,CY,44,"-114.28017668332538,51.0977623022496",138,Bearspaw Plant,Point,25,0,grey,0.3,8
25_B,44S,2026-07-12T01:21:38,26.16440773010254,CY,44,"-114.27614706216832,51.099131926886606",138,Bearspaw Plant,Point,25,1.047,grey,0.3,8
138A,454S,2026-07-12T01:21:38,140.02000427246094,WE,30,"-114.85485009906512,53.00883350789172",138,Buck Lake,Point,138,1.015,green,0.3,8
2501,454S,2026-07-12T01:21:38,25.902708053588867,WE,30,"-114.86120857124112,53.01062923855829",138,Buck Lake,Point,25,1.036,grey,0.3,8
138A,45S,2026-07-12T01:21:38,142.09999084472656,WE,60,"-113.33199878421101,53.465172775963424",138,Bretona,Point,138,1.03,green,0.3,8
138A,477S,2026-07-12T01:21:38,139.52999877929688,WE,30,"-115.95338086682453,53.04937639110367",138,West Pembina (Amoco),Point,138,1.011,green,0.3,8
13KV_BUS1,484S,2026-07-12T01:21:38,13.830000877380371,NW,26,"-115.69240800376504,54.149009122620186",138,Millar Western,Point,25,0.553,grey,0.3,8
13KV_BUS2,484S,2026-07-12T01:21:38,14.020000457763672,NW,26,"-115.70337946531001,54.15105358793115",138,Millar Western,Point,25,0.561,grey,0.3,8
13KV_BUS3,484S,2026-07-12T01:21:38,13.910000801086426,NW,26,"-115.70030614459577,54.14388458087026",138,Millar Western,Point,25,0.556,grey,0.3,8
B4SG1,484S,2026-07-12T01:21:38,13.8100004196167,NW,26,"-115.70511331218493,54.141271004298126",138,Millar Western,Point,25,0.552,grey,0.3,8
4_16_A,489S,2026-07-12T01:21:38,4.142999649047852,WE,30,"-115.74610535818626,53.18265261713799",138,Petro Canada Brazeau River,Point,25,0.166,grey,0.3,8
4_16_B,489S,2026-07-12T01:21:38,4.1529998779296875,WE,30,"-115.75158633919371,53.1832393689325",138,Petro Canada Brazeau River,Point,25,0.166,grey,0.3,8
13A,48S,2026-07-12T01:21:38,13.502156257629395,CY,44,"-115.11091852677913,50.700824211655174",138,Pocaterra,Point,25,0.54,grey,0.3,8
25A,48S,2026-07-12T01:21:38,23.475982666015625,CY,44,"-115.1182160371314,50.692238990384205",138,Pocaterra,Point,25,0.939,grey,0.3,8
777N,48S,2026-07-12T01:21:38,142.4300079345703,CY,44,"-115.12351362066356,50.68954884969675",138,Pocaterra,Point,138,1.032,green,0.3,8
25B1,492S,2026-07-12T01:21:38,15.0,SW,54,"-112.97513749963612,49.82729347038589",138,Monarch,Point,25,0.6,grey,0.3,8
463,492S,2026-07-12T01:21:38,141.9622039794922,SW,54,"-112.98786347092796,49.83382332208988",138,Monarch,Point,138,1.029,green,0.3,8
138A,498S,2026-07-12T01:21:38,141.0,SE,47,"-111.65846134861644,50.4936331550663",138,Tilley,Point,138,1.022,green,0.3,8
ALP_G1,498S,2026-07-12T01:21:38,0.0,SE,47,"-111.65421717705019,50.49252737645017",138,Tilley,Point,25,0,grey,0.3,8
ALP_G2,498S,2026-07-12T01:21:38,0.0,SE,47,"-111.64480718515257,50.49028489116183",138,Tilley,Point,25,0,grey,0.3,8
ALP_G3,498S,2026-07-12T01:21:38,0.0,SE,47,"-111.65502972420538,50.48359721054152",138,Tilley,Point,25,0,grey,0.3,8
B1,498S,2026-07-12T01:21:38,25.785999298095703,SE,47,"-111.65451495801754,50.48102372027622",138,Tilley,Point,25,1.031,grey,0.3,8
25A,49S,2026-07-12T01:21:38,24.611270904541016,CY,44,"-115.1423305980832,50.642282475673106",138,Interlakes,Point,25,0.984,grey,0.3,8
4_A,49S,2026-07-12T01:21:38,4.309404373168945,CY,44,"-115.14357708335362,50.63656288705587",138,Interlakes,Point,25,0.172,grey,0.3,8
796,508S,2026-07-12T01:21:38,143.0216522216797,EC,42,"-111.08621051232531,52.29018831037067",138,Lakesend,Point,138,1.036,green,0.3,8
1203,510S,2026-07-12T01:21:38,532.5,WE,40,"-114.31959175416107,53.35271581682194",138/240/500,Sunnybrook,Point,500,1.065,blue,0.325,8
1238,510S,2026-07-12T01:21:38,532.3999633789062,WE,40,"-114.30141326293996,53.353824138594945",138/240/500,Sunnybrook,Point,500,1.065,blue,0.324,8
1239,510S,2026-07-12T01:21:38,531.8999633789062,WE,40,"-114.31288274636245,53.35646159588498",138/240/500,Sunnybrook,Point,500,1.064,blue,0.319,8
12L41,510S,2026-07-12T01:21:38,534.3999633789062,WE,40,"-114.31911745997463,53.34477192003283",138/240/500,Sunnybrook,Point,500,1.069,blue,0.344,8
1AB1,510S,2026-07-12T01:21:38,143.3800048828125,WE,40,"-114.31291880284365,53.34837156081908",138/240/500,Sunnybrook,Point,138,1.039,green,0.3,8
1AB2,510S,2026-07-12T01:21:38,143.13999938964844,WE,40,"-114.3196233960075,53.35671335963752",138/240/500,Sunnybrook,Point,138,1.037,green,0.3,8
5A03,510S,2026-07-12T01:21:38,532.7454223632812,WE,40,"-114.30610652206008,53.34455939049612",138/240/500,Sunnybrook,Point,500,1.065,blue,0.327,8
5A08,510S,2026-07-12T01:21:38,533.2031860351562,WE,40,"-114.30831824508026,53.361818255974256",138/240/500,Sunnybrook,Point,500,1.066,blue,0.332,8
5ABA,510S,2026-07-12T01:21:38,532.0,WE,40,"-114.31582447776127,53.34455250219878",138/240/500,Sunnybrook,Point,500,1.064,blue,0.32,8
5ABB,510S,2026-07-12T01:21:38,532.0,WE,40,"-114.30691410553807,53.34625547120828",138/240/500,Sunnybrook,Point,500,1.064,blue,0.32,8
T11,510S,2026-07-12T01:21:38,532.6885375976562,WE,40,"-114.317771593958,53.354403341436594",138/240/500,Sunnybrook,Point,500,1.065,blue,0.327,8
13B1,511S,2026-07-12T01:21:38,14.175382614135742,CY,6,"-113.72201438865976,50.96438050215718",240/500,Crossings,Point,25,0.567,grey,0.3,8
2A03,511S,2026-07-12T01:21:38,254.25296020507812,CY,6,"-113.71335662401601,50.966502013378516",240/500,Crossings,Point,240,1.059,red,0.3,8
2A11,511S,2026-07-12T01:21:38,254.09182739257812,CY,6,"-113.72115841387425,50.96571196734052",240/500,Crossings,Point,240,1.059,red,0.3,8
2ABE,511S,2026-07-12T01:21:38,254.0,CY,6,"-113.71083037489655,50.96861120276543",240/500,Crossings,Point,240,1.058,red,0.3,8
2ABW,511S,2026-07-12T01:21:38,253.0,CY,6,"-113.72528835813515,50.966567135806464",240/500,Crossings,Point,240,1.054,red,0.3,8
T11,511S,2026-07-12T01:21:38,254.50399780273438,CY,6,"-113.72880453528857,50.9713915127529",240/500,Crossings,Point,240,1.06,red,0.302,8
1AB1,512S,2026-07-12T01:21:38,142.44786071777344,CY,46,"-114.24308279284365,50.63650011150547",138,Hartell,Point,138,1.032,green,0.3,8
35B1,516S,2026-07-12T01:21:38,34.79999923706055,SE,4,"-111.21365212652582,49.81151500774385",240,Forty Mile,Point,72,0.483,purple,0.3,8
35B2,516S,2026-07-12T01:21:38,34.79999923706055,SE,4,"-111.2036126541356,49.8050560867708",240,Forty Mile,Point,72,0.483,purple,0.3,8
138B1,51S,2026-07-12T01:21:38,142.49000549316406,EC,32,"-110.9304364134182,52.85303635929616",69/138,Wainwright,Point,138,1.033,green,0.3,8
138B2,51S,2026-07-12T01:21:38,142.2186737060547,EC,32,"-110.93351438564207,52.86232151386253",69/138,Wainwright,Point,138,1.031,green,0.3,8
1201L_10A,520S,2026-07-12T01:21:38,527.7999877929688,CY,6,"-113.71704391106331,50.95051728308863",240/500,Bennett,Point,500,1.056,blue,0.3,8
5A05,520S,2026-07-12T01:21:38,527.0,CY,6,"-113.70961560201312,50.94750983237392",240/500,Bennett,Point,500,1.054,blue,0.3,8
138A,523S,2026-07-12T01:21:38,141.45631408691406,SE,4,"-110.75476909439385,49.960090282188695",138,Bullshead,Point,138,1.025,green,0.3,8
138B1,526S,2026-07-12T01:21:38,142.42625427246094,EC,32,"-111.1985037625708,53.113880666414005",138,Buffalo Creek,Point,138,1.032,green,0.3,8
743L_1,527S,2026-07-12T01:21:38,142.65689086914062,WE,29,"-116.76541537974587,53.048791390142455",138,Coal Valley,Point,138,1.034,green,0.3,8
1DS3,528S,2026-07-12T01:21:38,142.0,SW,53,"-113.45710318418975,49.659301414495346",138,Blue Trail,Point,138,1.029,green,0.3,8
35A,528S,2026-07-12T01:21:38,34.70000076293945,SW,53,"-113.4612370631087,49.67487360431265",138,Blue Trail,Point,72,0.482,purple,0.3,8
35B,528S,2026-07-12T01:21:38,34.79999923706055,SW,53,"-113.46208388638685,49.65959039641999",138,Blue Trail,Point,72,0.483,purple,0.3,8
138_B1,534S,2026-07-12T01:21:38,142.953125,WC,35,"-114.38196579538307,52.35190868520963",138,Eckville,Point,138,1.036,green,0.3,8
1381,535S,2026-07-12T01:21:38,140.73001098632812,WC,51,"-113.5593917979427,52.310031344329566",138,Joffre,Point,138,1.02,green,0.3,8
1382,535S,2026-07-12T01:21:38,140.72000122070312,WC,51,"-113.5497470219838,52.30477298422075",138,Joffre,Point,138,1.02,green,0.3,8
1383,535S,2026-07-12T01:21:38,140.82000732421875,WC,51,"-113.55933197213442,52.2963957759668",138,Joffre,Point,138,1.02,green,0.3,8
1384,535S,2026-07-12T01:21:38,140.79000854492188,WC,51,"-113.56304430695022,52.2948767444806",138,Joffre,Point,138,1.02,green,0.3,8
13_8_1,535S,2026-07-12T01:21:38,13.860000610351562,WC,51,"-113.5624561436067,52.29984545574513",138,Joffre,Point,25,0.554,grey,0.3,8
13_8_2,535S,2026-07-12T01:21:38,13.90000057220459,WC,51,"-113.56243579848098,52.31111684720941",138,Joffre,Point,25,0.556,grey,0.3,8
13_8_4,535S,2026-07-12T01:21:38,14.190000534057617,WC,51,"-113.5635541096756,52.30396520374532",138,Joffre,Point,25,0.568,grey,0.3,8
13_8_5,535S,2026-07-12T01:21:38,14.100000381469727,WC,51,"-113.56076371431169,52.30955489711442",138,Joffre,Point,25,0.564,grey,0.3,8
25_A,535S,2026-07-12T01:21:38,26.158998489379883,WC,51,"-113.55209107717805,52.30375606471623",138,Joffre,Point,25,1.046,grey,0.3,8
JFS1,535S,2026-07-12T01:21:38,25.899999618530273,WC,51,"-113.5578687087922,52.29707140997143",138,Joffre,Point,25,1.036,grey,0.3,8
JFS2,535S,2026-07-12T01:21:38,26.100000381469727,WC,51,"-113.56241661638582,52.30875987481922",138,Joffre,Point,25,1.044,grey,0.3,8
25_B1,538S,2026-07-12T01:21:38,26.0679988861084,WE,31,"-113.83136438188833,53.250541083598904",138,Buford,Point,25,1.043,grey,0.3,8
PT9000,539S,2026-07-12T01:21:38,258.6999816894531,FM,25,"-110.86690152950887,55.575982970963004",240,Sunday Creek,Point,240,1.078,red,0.39,8
PT9001,539S,2026-07-12T01:21:38,258.6000061035156,FM,25,"-110.87649050684317,55.578397188581945",240,Sunday Creek,Point,240,1.078,red,0.388,8
PT9102,539S,2026-07-12T01:21:38,258.6000061035156,FM,25,"-110.87627495785456,55.581565855556256",240,Sunday Creek,Point,240,1.078,red,0.388,8
PT9201,539S,2026-07-12T01:21:38,259.79998779296875,FM,25,"-110.86502873427743,55.57641348739315",240,Sunday Creek,Point,240,1.082,red,0.412,8
PT9202,539S,2026-07-12T01:21:38,257.1999816894531,FM,25,"-110.87349215201101,55.57615507248485",240,Sunday Creek,Point,240,1.072,red,0.358,8
PT9301,539S,2026-07-12T01:21:38,258.6000061035156,FM,25,"-110.87093827511826,55.57783408779026",240,Sunday Creek,Point,240,1.078,red,0.388,8
PT9302,539S,2026-07-12T01:21:38,258.6000061035156,FM,25,"-110.86174878271892,55.59098134276828",240,Sunday Creek,Point,240,1.078,red,0.388,8
PT9401,539S,2026-07-12T01:21:38,258.6000061035156,FM,25,"-110.87365743468993,55.574271359832274",240,Sunday Creek,Point,240,1.078,red,0.388,8
PT9402,539S,2026-07-12T01:21:38,258.79998779296875,FM,25,"-110.8713590283053,55.57702619787207",240,Sunday Creek,Point,240,1.078,red,0.392,8
25_B1,542S,2026-07-12T01:21:38,26.031997680664062,WE,31,"-112.90020268240681,52.994024458894884",138,Ervick,Point,25,1.041,grey,0.3,8
138E,54S,2026-07-12T01:21:38,141.60000610351562,EE,33,"-113.18826251453682,53.71891365366614",138,Fort Saskatchewan,Point,138,1.026,green,0.3,8
138W,54S,2026-07-12T01:21:38,141.70001220703125,EE,33,"-113.18895468037071,53.71779966754544",138,Fort Saskatchewan,Point,138,1.027,green,0.3,8
25_E,54S,2026-07-12T01:21:38,26.12799835205078,EE,33,"-113.1943765716572,53.70717229340954",138,Fort Saskatchewan,Point,25,1.045,grey,0.3,8
25_W,54S,2026-07-12T01:21:38,26.110998153686523,EE,33,"-113.18202379742397,53.72256385374719",138,Fort Saskatchewan,Point,25,1.044,grey,0.3,8
1036,554S,2026-07-12T01:21:38,256.0,SW,49,"-112.71836546622937,50.13761449614342",240,Travers,Point,240,1.067,red,0.333,8
1041,554S,2026-07-12T01:21:38,256.0,SW,49,"-112.72490660494877,50.140205026655316",240,Travers,Point,240,1.067,red,0.333,8
2AB1,554S,2026-07-12T01:21:38,258.7859802246094,SW,49,"-112.72935558453314,50.14584662523936",240,Travers,Point,240,1.078,red,0.391,8
138A,55S,2026-07-12T01:21:38,142.15000915527344,WC,39,"-114.14333644706672,51.79560686729624",138,Olds,Point,138,1.03,green,0.3,8
25_1,55S,2026-07-12T01:21:38,26.18699836730957,WC,39,"-114.15541062305918,51.79694747416378",138,Olds,Point,25,1.047,grey,0.3,8
25_2,55S,2026-07-12T01:21:38,25.952999114990234,WC,39,"-114.14506976241793,51.80020305557795",138,Olds,Point,25,1.038,grey,0.3,8
1381,562S,2026-07-12T01:21:38,142.57479858398438,SE,48,"-110.04724875132312,50.65759123968208",138/240,Cypress,Point,138,1.033,green,0.3,8
1382,562S,2026-07-12T01:21:38,142.44158935546875,SE,48,"-110.06287578115548,50.66152761840613",138/240,Cypress,Point,138,1.032,green,0.3,8
2401,562S,2026-07-12T01:21:38,257.3551025390625,SE,48,"-110.04859070870073,50.650402394874625",138/240,Cypress,Point,240,1.072,red,0.362,8
2402,562S,2026-07-12T01:21:38,257.27899169921875,SE,48,"-110.05468308685477,50.654301589580975",138/240,Cypress,Point,240,1.072,red,0.36,8
S2,562S,2026-07-12T01:21:38,256.11785888671875,SE,48,"-110.05165212205121,50.649960253613386",138/240,Cypress,Point,240,1.067,red,0.336,8
S20,562S,2026-07-12T01:21:38,256.5335388183594,SE,48,"-110.05516935604346,50.66454072138184",138/240,Cypress,Point,240,1.069,red,0.344,8
S30,562S,2026-07-12T01:21:38,142.4782257080078,SE,48,"-110.0550327143471,50.659639557345834",138/240,Cypress,Point,138,1.032,green,0.3,8
S34,562S,2026-07-12T01:21:38,142.49000549316406,SE,48,"-110.04878752374633,50.65650469501918",138/240,Cypress,Point,138,1.033,green,0.3,8
S38,562S,2026-07-12T01:21:38,142.27037048339844,SE,48,"-110.04620800220563,50.650282235391415",138/240,Cypress,Point,138,1.031,green,0.3,8
S42,562S,2026-07-12T01:21:38,142.39161682128906,SE,48,"-110.04881681201574,50.65041921671617",138/240,Cypress,Point,138,1.032,green,0.3,8
138_1,56S,2026-07-12T01:21:38,140.9366912841797,EE,27,"-112.81157194524823,54.579732320571594",138,Boyle,Point,138,1.021,green,0.3,8
138_2,56S,2026-07-12T01:21:38,0.0,EE,27,"-112.80583368652174,54.57985902259168",138,Boyle,Point,25,0,grey,0.3,8
1AB1,574S,2026-07-12T01:21:38,142.80731201171875,EC,32,"-111.23129844079142,52.615244611402446",138/240,Nilrem,Point,138,1.035,green,0.3,8
1AB2,574S,2026-07-12T01:21:38,143.27496337890625,EC,32,"-111.23125681387006,52.60902244748851",138/240,Nilrem,Point,138,1.038,green,0.3,8
2AB1,574S,2026-07-12T01:21:38,258.5773620605469,EC,32,"-111.24672314636419,52.59963028031961",138/240,Nilrem,Point,240,1.077,red,0.387,8
2AB2,574S,2026-07-12T01:21:38,258.6812744140625,EC,32,"-111.24180464902224,52.607934618975584",138/240,Nilrem,Point,240,1.078,red,0.389,8
138A,575S,2026-07-12T01:21:38,142.24000549316406,WC,38,"-114.66608340236934,51.921307787629715",138,Sundre,Point,138,1.031,green,0.3,8
25_B,575S,2026-07-12T01:21:38,26.095998764038086,WC,38,"-114.65789758787379,51.908187648228775",138,Sundre,Point,25,1.044,grey,0.3,8
138A,581S,2026-07-12T01:21:38,143.12588500976562,WC,38,"-115.13788884755556,52.03342524066782",138,Ricinus,Point,138,1.037,green,0.3,8
138A,58S,2026-07-12T01:21:38,142.3000030517578,WE,29,"-116.50043670520208,53.57239554178573",138,Edson,Point,138,1.031,green,0.3,8
25_A,58S,2026-07-12T01:21:38,25.863998413085938,WE,29,"-116.49683712239884,53.576013816655596",138,Edson,Point,25,1.035,grey,0.3,8
25_E,58S,2026-07-12T01:21:38,25.981998443603516,WE,29,"-116.50518394656244,53.5779616514105",138,Edson,Point,25,1.039,grey,0.3,8
4_A,58S,2026-07-12T01:21:38,4.144999980926514,WE,29,"-116.50769844096271,53.58629524939794",138,Edson,Point,25,0.166,grey,0.3,8
1048L,59S,2026-07-12T01:21:38,253.2100067138672,SW,53,"-113.59489437148899,49.65124069857235",138/240,Peigan,Point,240,1.055,red,0.3,8
1049L,59S,2026-07-12T01:21:38,253.260009765625,SW,53,"-113.5848826534365,49.63565089048951",138/240,Peigan,Point,240,1.055,red,0.3,8
138A,59S,2026-07-12T01:21:38,141.7462921142578,SW,53,"-113.58240111498397,49.64600869661297",138/240,Peigan,Point,138,1.027,green,0.3,8
2401,59S,2026-07-12T01:21:38,253.24295043945312,SW,53,"-113.59196665290418,49.640619399404166",138/240,Peigan,Point,240,1.055,red,0.3,8
911L,59S,2026-07-12T01:21:38,251.61453247070312,SW,53,"-113.59486356800774,49.65225038486754",138/240,Peigan,Point,240,1.048,red,0.3,8
955L,59S,2026-07-12T01:21:38,253.12001037597656,SW,53,"-113.57629485279072,49.64039095637187",138/240,Peigan,Point,240,1.055,red,0.3,8
956L,59S,2026-07-12T01:21:38,253.17001342773438,SW,53,"-113.57935312765882,49.63391262802948",138/240,Peigan,Point,240,1.055,red,0.3,8
